latitude,longitude,altitude,geometry,state_code,source,name,ward_code,poi_type,global_id
6.48346,3.34315,,Point,LA,OSGOF,Aduranigba Central Mosque,LASSUE22,Mosque,43c1cd5f-fc4e-421a-85e1-62c9e89c3ed7
6.52473,3.38308,,Point,LA,OSGOF,Sanusi Central Mosque,LASSMU07,Mosque,442c2299-436c-40e9-b0f8-3b58911a3340
6.48315,3.38707,,Point,LA,OSGOF,Anwar Ud Deen Central Mosque,LASLMD07,Mosque,45a4afb0-ef81-4dd7-ae28-b0640edb1716
6.62925,3.31048,,Point,LA,OSGOF,Orile Agege Central Mosque,LASAGG07,Mosque,45aa0d5b-fb95-4452-bf07-5820b80008ee
6.45648,3.36407,,Point,LA,OSGOF,Marine Beach Mosque,LASAPA09,Mosque,45f49c22-f90c-4fb0-b7b7-28f17af3a7bc
6.62917,3.34134,,Point,LA,OSGOF,Area G Central Mosque,LASIKA07,Mosque,46322e22-9329-42cb-9844-be6b541ad6eb
6.54595,3.39417,,Point,LA,OSGOF,Aibarila Mosque,LASSMU03,Mosque,466b29ec-9299-4e53-ae46-941c061bb4ee
6.45569,3.39006,,Point,LA,OSGOF,Ansarul Islam Society Of Nigeria Mosque,LASLID02,Mosque,46d6dfd9-4d3f-4148-8692-511b63ebd312
6.60697,3.98678,,Point,LA,OSGOF,Adebowale Central Mosque,LASEPE14,Mosque,473aa0ea-2625-43ec-9bb7-a96e429b1ce0
6.42448,3.29219,,Point,LA,OSGOF,Imore Central Mosque,LASAON06,Mosque,4840a7b4-bc86-493c-aabd-164a8b689709
6.49936,3.3583,,Point,LA,OSGOF,Abdul Wahab Folawiyo Mosque,LASSUE23,Mosque,48bdf9e9-ac35-4400-925f-75a372e05205
6.45593,3.352,,Point,LA,OSGOF,Alayabiagba Mosque 1,LASATO08,Mosque,48c523c2-16ee-4a54-b1a9-fd0c183e034e
6.45606,3.39247,,Point,LA,OSGOF,Faji Mosque,LASLID03,Mosque,49db94e8-fc43-4db4-9fcc-4b00a8346baa
6.411,3.31343,,Point,LA,OSGOF,Okun Glass Central Mosque,LASAON09,Mosque,4a1dea59-7924-4a6c-95ce-975937e32906
6.47874,3.17388,,Point,LA,OSGOF,Mebamu Central Mosque,LASOJO01,Mosque,4aeb9a34-4052-4b1a-babc-ffc2bdcf760b
6.45779,3.28679,,Point,LA,OSGOF,Ifelodun Central Mosque,LASAON03,Mosque,4b3fc7d8-45ee-4c2c-afdb-27365bf9c26d
6.44564,3.34025,,Point,LA,OSGOF,Alakoto Mosque 2,LASATO15,Mosque,4b61da87-731c-4043-be85-2cd78d7165e6
6.46116,3.15151,,Point,LA,OSGOF,Alhaji Gatar Central Mosque,LASOJO03,Mosque,4bba2389-9c20-4317-a000-5280dc5f6fd2
6.66903,3.27601,,Point,LA,OSGOF,A U D Mosque,LASIOE08,Mosque,4c44bd4b-6322-492b-b58d-7d29a6b11db4
6.47043,3.35854,,Point,LA,OSGOF,Asarudeen Mosque,LASAPA11,Mosque,4c576e31-0581-4841-a47e-bf5c58d420df
6.44537,3.34276,,Point,LA,OSGOF,Tolu Mosque 3,LASATO15,Mosque,4cb57535-2f05-45ca-9fbb-128ffbce3c38
6.44026,3.79388,,Point,LA,OSGOF,Central Mosque Okun Alade,LASIUI10,Mosque,4cbd63c3-0526-48bb-bc84-9351da26c3a5
6.44701,3.60898,,Point,LA,OSGOF,Anuoluwa Mosque,LASEOA17,Mosque,4ced0f1b-1560-484f-9072-1afbb7690c67
6.46325,3.03604,,Point,LA,OSGOF,Obele Central Mosque,LASBDY08,Mosque,4d54a991-aaf1-428f-ad48-e356e2aa5111
6.654345,4.085991,,Point,LA,eHA_Polio,Iju Central Mosque,LASEPE10,Mosque,4d9a88f2-ead2-45e7-ad2d-e5678f885a31
6.49458,3.38801,,Point,LA,OSGOF,Oloruntoba Mosque,LASLMD12,Mosque,4db0ffb1-bed9-4d25-8cff-5d2c841230de
6.62203,3.30188,,Point,LA,OSGOF,Opeloyeru Mosque Alaagba,LASAGG04,Mosque,4e7d4edb-e46e-4c1a-966a-c54eeaf70e51
6.55651,3.34668,,Point,LA,OSGOF,Ismuf Central Mosque,LASOIO11,Mosque,4e8bac64-17eb-4f7a-a296-9baf5f60b2a3
6.53414,3.38705,,Point,LA,OSGOF,Araromi Mosque Bariga,LASSMU14,Mosque,4ec28d3d-10cc-42d8-84cd-2dca2cfe8188
6.55246,3.29607,,Point,LA,OSGOF,Dar Ul Hulumil Central Mosque,LASOIO10,Mosque,4eeb4bad-46ec-4cf6-959e-00d7bdc6643a
6.62434,3.31545,,Point,LA,OSGOF,Asalam Mosque,LASAGG02,Mosque,4ef1ae5a-61eb-406c-939a-8718bdc118a7
6.47617,3.38067,,Point,LA,OSGOF,Enuanualai Mosque,LASLMD16,Mosque,4f2f1407-e7cd-4863-8c10-98f3de58ba50
6.49061,3.15605,,Point,LA,OSGOF,Ketu Central Mosque 2,LASOJO13,Mosque,4faddcff-6773-4062-ac73-60e757a0e321
6.43522,3.39286,,Point,LA,OSGOF,Friday Mosque Takway Bay,LASAPA02,Mosque,50af88a9-14f4-4059-bdbe-0113f48cfe22
6.51281,3.34645,,Point,LA,OSGOF,Oluwa Nipe Koyeni Mosque,LASMUN17,Mosque,50ede2a2-40f6-4027-8eee-55a8bcb1db90
6.48182,3.38106,,Point,LA,OSGOF,Ansar Ud Deen Mosque Ebute Metta,LASLMD13,Mosque,510b98c6-6287-48bc-82df-7ffba74e1e6b
6.45987,3.3824,,Point,LA,OSGOF,Idita Mosque,LASLID15,Mosque,51a17dd4-c5ea-4b4d-9cce-877182b39015
